account_id,acct_creation_date,statement_frequency,account_district,num_customers,credit_cards,loan_date,loan_amount,loan_payment,loan_term,loan_status,loan_default,max_withdrawal,min_withdrawal,max_balance,min_balance,credit_bank_transfer_other_txn_ct,credit_bank_transfer_other_txn_tot,credit_bank_transfer_other_avg_txn,credit_cash_other_txn_ct,credit_cash_other_txn_tot,credit_cash_other_avg_txn,credit_other_interest_credit_txn_ct,credit_other_interest_credit_txn_tot,credit_other_interest_credit_avg_txn,debit_bank_transfer_household_payment_txn_ct,debit_bank_transfer_household_payment_txn_tot,debit_bank_transfer_household_payment_avg_txn,debit_cash_statement_charge_txn_ct,debit_cash_statement_charge_txn_tot,debit_cash_statement_charge_avg_txn,debit_cash_other_txn_ct,debit_cash_other_txn_tot,debit_cash_other_avg_txn,debit_bank_transfer_loan_payment_txn_ct,debit_bank_transfer_loan_payment_txn_tot,debit_bank_transfer_loan_payment_avg_txn,debit_bank_transfer_insurance_payment_txn_ct,debit_bank_transfer_insurance_payment_txn_tot,debit_bank_transfer_insurance_payment_avg_txn,debit_bank_transfer_other_txn_ct,debit_bank_transfer_other_txn_tot,debit_bank_transfer_other_avg_txn,credit_bank_transfer_pension_benefit_txn_ct,credit_bank_transfer_pension_benefit_txn_tot,credit_bank_transfer_pension_benefit_avg_txn,debit_credit_card_other_txn_ct,debit_credit_card_other_txn_tot,debit_credit_card_other_avg_txn,debit_cash_household_payment_txn_ct,debit_cash_household_payment_txn_tot,debit_cash_household_payment_avg_txn,debit_cash_negative_balance_charge_txn_ct,debit_cash_negative_balance_charge_txn_tot,debit_cash_negative_balance_charge_avg_txn,debit_cash_insurance_payment_txn_ct,debit_cash_insurance_payment_txn_tot,debit_cash_insurance_payment_avg_txn,pmt_order_ct,pmt_order_avg_amt,owner_client_id,gender,birth_date,owner_district
82,1994-05-03,monthly,Plzen - mesto,1,1,,,,,,,61100,15,161574,300,0,0,0,88,2449596,27836.31818181818,56,12783,228.26785714285714,0,0,0,51,765,15,137,2377702,17355.48905109489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,97,M,1965-11-28,Plzen - mesto
83,1993-04-16,monthly,Plzen - mesto,2,2,,,,,,,14080,15,42435,500,0,0,0,79,719124,9102.835443037975,68,6476,95.23529411764706,64,141440,2210,63,945,15,93,297840,3202.5806451612902,0,0,0,0,0,0,64,252160,3940,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3075,,,,
85,1997-03-23,monthly,Frydek - Mistek,1,1,,,,,,,7200,15,59467,400,0,0,0,33,179151,5428.818181818182,21,2445,116.42857142857143,17,65127,3831,16,240,15,21,64220,3058.095238095238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2811.5,101,M,1943-01-23,Frydek - Mistek
86,1993-03-07,monthly,Brno - mesto,2,2,,,,,,,8880,15,28700,800,70,227010,3243,1,800,800,70,5632,80.45714285714286,0,0,0,65,975,15,73,68820,942.7397260273973,0,0,0,0,0,0,131,141690,1081.6030534351146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1081,,,,
88,1996-07-03,monthly,Tachov,1,1,,,,,,,2550,15,27174,300,30,102090,3403,1,300,300,30,2159,71.96666666666667,26,58968,2268,25,375,15,28,20790,742.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2268,105,M,1980-05-26,Tachov
89,1997-09-25,monthly,Frydek - Mistek,1,1,,,,,,,10200,15,39075,600,0,0,0,18,96857,5380.944444444444,15,1709,113.93333333333334,0,0,0,10,150,15,18,60500,3361.1111111111113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,106,F,1968-12-30,Frydek - Mistek
90,1994-07-13,monthly,Hl.m. Praha,1,1,,,,,,,25120,15,74107,500,0,0,0,56,1423701,25423.23214285714,54,8283,153.38888888888889,49,135926,2774,49,735,15,102,922920,9048.235294117647,0,0,0,49,214228,4372,98,134064,1368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2470.5,107,M,1972-06-23,Hl.m. Praha
91,1996-11-06,monthly,Pelhrimov,1,1,,,,,,,34700,1,77111,-4188,0,0,0,18,264661,14703.388888888889,24,1789,74.54166666666667,0,0,0,8,120,15,19,179052,9423.78947368421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,91400,15233.333333333334,4,66,16.5,0,0,0,,,108,M,1963-09-13,Pelhrimov
93,1996-06-12,monthly,Benesov,1,1,,,,,,,24400,15,38377,500,0,0,0,36,257992,7166.444444444444,30,3401,113.36666666666666,0,0,0,26,390,15,51,227000,4450.980392156863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,110,F,1967-04-13,Benesov
95,1995-03-30,monthly,Hl.m. Praha,2,2,,,,,,,32000,15,97808,200,0,0,0,47,1172919,24955.72340425532,45,9313,206.95555555555555,0,0,0,40,600,15,62,1043300,16827.41935483871,0,0,0,0,0,0,0,0,0,0,0,0,23,57900,2517.391304347826,0,0,0,0,0,0,0,0,0,,,112,M,1935-01-25,Hl.m. Praha
96,1993-02-18,monthly,Frydek - Mistek,2,1,,,,,,,67500,15,156580,1100,70,3360802,48011.45714285714,6,36300,6050,70,20253,289.3285714285714,66,59928,908,65,975,15,170,3042978,17899.870588235295,0,0,0,65,2990,46,132,183744,1392,0,0,0,17,41900,2464.705882352941,0,0,0,0,0,0,0,0,0,5,1632.02,,,,
97,1996-05-05,monthly,Ostrava - mesto,2,2,1997-08-10,102876,8573,12,expired,FALSE,18600,3,67288,900,0,0,0,35,635480,18156.571428571428,32,5443,170.09375,27,38772,1436,27,405,15,54,365100,6761.111111111111,12,102876,8573,27,81,3,55,67913,1234.7818181818182,0,0,0,5,13200,2640,0,0,0,0,0,0,0,0,0,5,2487.6,116,M,1942-01-28,Ostrava - mesto
98,1997-05-02,monthly,Brno - venkov,2,2,,,,,,,7700,15,25586,1100,0,0,0,1,1100,1100,20,1182,59.1,16,25104,1569,15,225,15,19,42420,2232.6315789473683,0,0,0,0,0,0,15,11235,749,20,91140,4557,0,0,0,0,0,0,0,0,0,0,0,0,2,1159,118,M,1922-07-19,Brno - venkov
99,1995-06-27,monthly,Hl.m. Praha,1,1,,,,,,,64900,15,122885,600,0,0,0,52,1250922,24056.19230769231,41,7220,176.09756097560975,32,144096,4503,34,510,15,57,961416,16866.947368421053,0,0,0,0,0,0,32,149824,4682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4592.5,120,M,1976-05-10,Hl.m. Praha
100,1993-12-28,monthly,Usti nad Labem,1,1,,,,,,,35040,15,84377,600,0,0,0,85,873220,10273.176470588236,60,10002,166.7,56,33488,598,55,825,15,93,363660,3910.3225806451615,0,0,0,0,0,0,56,410424,7329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3963.5,121,F,1978-10-29,Usti nad Labem
101,1996-04-16,monthly,Jablonec n. Nisou,1,1,,,,,,,46240,15,81423,1000,0,0,0,39,669940,17177.94871794872,32,6185,193.28125,28,225036,8037,27,405,15,55,353920,6434.909090909091,0,0,0,0,0,0,27,23085,855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4446,122,F,1963-11-13,Jablonec n. Nisou
102,1993-10-16,monthly,Praha - zapad,1,1,,,,,,,29600,0,96777,-7104,0,0,0,60,900386,15006.433333333332,58,8650,149.13793103448276,35,118055,3373,38,570,15,89,726480,8162.696629213483,0,0,0,0,0,0,37,13949,377,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0,3,3706.733333333333,123,M,1969-02-12,Praha - zapad
103,1996-03-10,monthly,Chrudim,1,1,1997-12-06,265320,7370,36,current,TRUE,62700,4,124758,-1140,0,0,0,38,867846,22838.052631578947,46,8542,185.69565217391303,0,0,0,20,300,15,62,756940,12208.709677419354,11,81070,7370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,60,7.5,0,0,0,1,7370.2,124,M,1967-09-21,Chrudim
104,1993-04-15,monthly,Litomerice,2,2,,,,,,,8700,15,31741,500,68,208284,3063,1,500,500,64,5342,83.46875,0,0,0,63,945,15,61,56880,932.4590163934427,0,0,0,0,0,0,128,130688,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1021,125,M,1936-10-31,Litomerice
105,1997-07-10,monthly,Tabor,1,1,1998-12-05,352704,7348,48,current,FALSE,29900,15,74694,800,0,0,0,14,252833,18059.5,16,2657,166.0625,0,0,0,7,105,15,21,230819,10991.380952380952,1,7348,7348,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7348,127,F,1950-12-27,Tabor
106,1994-11-27,monthly,Vyskov,1,1,,,,,,,18800,15,76991,500,0,0,0,50,950932,19018.64,49,8928,182.20408163265307,45,168075,3735,44,660,15,58,660500,11387.931034482759,0,0,0,0,0,0,0,0,0,0,0,0,36,65700,1825,0,0,0,0,0,0,0,0,0,1,3735,128,F,1973-04-04,Vyskov
107,1993-11-05,monthly,Zlin,1,1,,,,,,,5760,15,50612,1000,0,0,0,90,542660,6029.555555555556,62,8476,136.70967741935485,58,116870,2015,57,855,15,94,243480,2590.2127659574467,0,0,0,58,55622,959,57,90060,1580,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1518,129,F,1947-05-31,Zlin
108,1995-03-10,monthly,Blansko,1,1,,,,,,,34720,15,88609,800,0,0,0,49,784651,16013.285714285714,45,10258,227.95555555555555,40,192120,4803,40,600,15,58,521820,8996.896551724138,0,0,0,0,0,0,0,0,0,0,0,0,9,23400,2600,0,0,0,0,0,0,0,0,0,1,4803,130,M,1942-02-14,Blansko
109,1997-04-20,monthly,Blansko,1,1,,,,,,,9100,15,53624,1100,0,0,0,50,119887,2397.74,20,2786,139.3,0,0,0,17,255,15,24,77200,3216.6666666666665,0,0,0,0,0,0,0,0,0,0,0,0,2,3400,1700,0,0,0,0,0,0,0,0,0,,,131,F,1977-01-31,Blansko
110,1996-07-17,monthly,Liberec,1,1,1997-09-08,162576,4516,36,current,FALSE,44480,15,79652,900,0,0,0,32,745897,23309.28125,29,5741,197.9655172413793,24,73200,3050,24,360,15,55,514800,9360,16,72256,4516,0,0,0,24,2352,98,0,0,0,5,14800,2960,0,0,0,0,0,0,0,0,0,3,2554.6666666666665,132,M,1953-01-26,Liberec
112,1993-03-12,monthly,Kutna Hora,2,1,,,,,,,38500,15,52895,200,0,0,0,1,200,200,70,7312,104.45714285714286,65,133315,2051,65,975,15,85,282180,3319.764705882353,0,0,0,0,0,0,0,0,0,70,460740,6582,0,0,0,0,0,0,0,0,0,0,0,0,1,2051,134,M,1932-01-18,Kutna Hora
113,1996-07-22,monthly,Brno - venkov,1,1,,,,,,,6800,15,32697,600,0,0,0,1,600,600,25,2061,82.44,25,78650,3146,24,360,15,32,83400,2606.25,0,0,0,0,0,0,0,0,0,29,186093,6417,0,0,0,0,0,0,0,0,0,0,0,0,1,3146,136,F,1921-01-26,Brno - venkov
114,1997-03-14,monthly,Prostejov,1,1,,,,,,,6000,15,27332,500,0,0,0,1,500,500,17,1493,87.82352941176471,16,25440,1590,16,240,15,15,30070,2004.6666666666667,0,0,0,0,0,0,17,9061,533,21,88914,4234,0,0,0,0,0,0,0,0,0,0,0,0,2,1061.5,137,M,1923-09-14,Prostejov
115,1993-03-19,monthly,Frydek - Mistek,1,1,,,,,,,11100,15,52047,800,0,0,0,89,625581,7029,69,9012,130.6086956521739,65,332150,5110,64,960,15,67,224800,3355.223880597015,0,0,0,0,0,0,0,0,0,0,0,0,22,43100,1959.090909090909,0,0,0,0,0,0,0,0,0,1,5110,,,,
116,1996-03-21,monthly,Mlada Boleslav,2,2,,,,,,,31400,15,77466,800,0,0,0,35,835731,23878.02857142857,33,4293,130.0909090909091,29,160341,5529,28,420,15,53,607060,11453.962264150943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3228,139,F,1959-07-25,Mlada Boleslav
117,1993-09-05,monthly,Tachov,1,1,,,,,,,11200,15,32382,900,0,0,0,1,900,900,64,5350,83.59375,60,139740,2329,59,885,15,82,162760,1984.878048780488,0,0,0,0,0,0,0,0,0,64,313792,4903,0,0,0,0,0,0,0,0,0,0,0,0,1,2329,141,M,1925-11-02,Tachov
118,1997-09-18,monthly,Frydek - Mistek,1,1,,,,,,,5000,15,40532,600,15,55110,3674,7,25200,3600,15,1710,114,10,24490,2449,10,150,15,16,27900,1743.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2449,142,M,1937-06-21,Frydek - Mistek
119,1993-05-25,monthly,Plzen - jih,1,1,,,,,,,21200,15,70508,800,0,0,0,68,1572131,23119.573529411766,67,11697,174.5820895522388,62,511624,8252,62,930,15,136,1013900,7455.14705882353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8252,143,M,1978-07-09,Plzen - jih
121,1997-10-11,monthly,Brno - venkov,1,1,,,,,,,5600,15,37504,200,15,47625,3175,9,26800,2977.777777777778,15,1618,107.86666666666666,10,7940,794,10,150,15,13,19780,1521.5384615384614,0,0,0,10,3930,393,10,9290,929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,705.3333333333334,145,M,1978-02-14,Brno - venkov
122,1996-10-30,monthly,Tachov,1,1,,,,,,,29400,15,86062,900,0,0,0,27,645057,23891,26,5337,205.26923076923077,0,0,0,21,315,15,35,592300,16922.85714285714,0,0,0,0,0,0,0,0,0,0,0,0,1,1000,1000,0,0,0,0,0,0,0,0,0,,,146,F,1961-12-19,Tachov
123,1993-03-13,monthly,Tabor,2,2,,,,,,,4500,15,27494,200,0,0,0,1,200,200,65,4547,69.95384615384616,65,196040,3016,64,960,15,70,118550,1693.5714285714287,0,0,0,0,0,0,0,0,0,69,334167,4843,0,0,0,0,0,0,0,0,0,0,0,0,1,3016,147,F,1933-11-02,Tabor
124,1997-12-28,monthly,Brno - venkov,1,1,,,,,,,4900,15,26468,800,12,35880,2990,5,14800,2960,12,855,71.25,7,3129,447,7,105,15,12,23340,1945,0,0,0,7,6797,971,8,4600,575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,664.3333333333334,149,M,1948-06-27,Brno - venkov
126,1993-10-23,monthly,Kolin,1,1,,,,,,,48900,15,118219,200,0,0,0,78,1598495,20493.52564102564,62,9922,160.03225806451613,56,413504,7384,55,825,15,84,1143750,13616.07142857143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7384,,,,
127,1994-02-02,monthly,Rokycany,1,1,,,,,,,6400,15,23673,600,59,198476,3364,1,600,600,59,3522,59.69491525423729,0,0,0,54,810,15,46,60950,1325,0,0,0,0,0,0,55,123310,2242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2242,152,F,1945-12-02,Rokycany
128,1993-02-19,monthly,Benesov,1,1,,,,,,,21900,15,86413,300,0,0,0,138,431946,3130.0434782608695,70,12851,183.5857142857143,0,0,0,67,1005,15,80,296500,3706.25,0,0,0,0,0,0,0,0,0,0,0,0,44,72600,1650,0,0,0,0,0,0,0,0,0,,,,,,
129,1997-10-01,monthly,Ostrava - mesto,2,2,,,,,,,7200,15,29052,600,0,0,0,1,600,600,15,1300,86.66666666666667,10,34170,3417,10,150,15,16,52690,3293.125,0,0,0,0,0,0,0,0,0,15,104970,6998,0,0,0,0,0,0,0,0,0,0,0,0,1,3417,154,M,1933-08-27,Ostrava - mesto
130,1997-02-12,monthly,Brno - mesto,1,1,,,,,,,7350,15,35067,300,0,0,0,1,300,300,19,2128,112,17,67473,3969,17,255,15,27,55420,2052.5925925925926,0,0,0,0,0,0,0,0,0,22,149886,6813,0,0,0,0,0,0,0,0,0,0,0,0,1,3969,156,F,1930-07-22,Brno - mesto
131,1995-06-13,monthly,Usti nad Orlici,1,1,,,,,,,33000,15,48212,5496,0,0,0,47,491332,10453.872340425532,43,4734,110.09302325581395,38,262352,6904,38,570,15,46,196800,4278.260869565217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6904,157,F,1943-07-09,Usti nad Orlici
134,1997-12-10,monthly,Chomutov,1,1,,,,,,,12700,15,47697,300,0,0,0,15,138802,9253.466666666667,12,1831,152.58333333333334,0,0,0,7,105,15,13,92800,7138.461538461538,0,0,0,0,0,0,0,0,0,0,0,0,1,2200,2200,0,0,0,0,0,0,0,0,0,,,161,F,1943-10-07,Chomutov
135,1993-06-15,monthly,Prerov,1,1,,,,,,,24700,15,75906,700,0,0,0,95,397241,4181.484210526316,66,10856,164.4848484848485,0,0,0,61,915,15,104,333500,3206.730769230769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,
136,1996-05-14,monthly,Ostrava - mesto,1,1,,,,,,,8100,15,32170,600,0,0,0,1,600,600,28,2540,90.71428571428571,26,76232,2932,26,390,15,40,97150,2428.75,0,0,0,0,0,0,0,0,0,31,197718,6378,0,0,0,0,0,0,0,0,0,0,0,0,1,2932,163,M,1933-06-12,Ostrava - mesto
137,1996-07-19,monthly,Karvina,1,1,,,,,,,36000,15,81958,900,0,0,0,30,731986,24399.533333333333,29,4269,147.20689655172413,24,83136,3464,24,360,15,49,583520,11908.57142857143,0,0,0,0,0,0,25,19675,787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2125.5,164,F,1962-04-04,Karvina
138,1995-09-19,monthly,Domazlice,2,2,,,,,,,4700,200,21200,1100,0,0,0,15,37600,2506.6666666666665,0,0,0,0,0,0,0,0,0,9,16400,1822.2222222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,165,M,1968-11-08,Domazlice
140,1996-06-25,monthly,Karlovy Vary,1,1,,,,,,,24600,15,84824,300,0,0,0,14,184697,13192.642857142857,28,5696,203.42857142857142,0,0,0,2,30,15,22,142800,6490.909090909091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,168,F,1976-11-05,Karlovy Vary
141,1996-03-06,monthly,Louny,2,2,,,,,,,45100,15,89665,900,34,1116108,32826.705882352944,1,900,900,34,5647,166.08823529411765,30,103860,3462,29,435,15,54,715000,13240.74074074074,0,0,0,29,194764,6716,30,53730,1791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3746.375,169,M,1953-09-12,Louny
142,1993-02-15,monthly,Trutnov,2,2,,,,,,,6200,15,30167,900,0,0,0,1,900,900,66,5932,89.87878787878788,66,121770,1845,65,975,15,81,180720,2231.1111111111113,0,0,0,0,0,0,0,0,0,70,318850,4555,0,0,0,0,0,0,0,0,0,0,0,0,1,1845,171,M,1929-06-25,Trutnov
143,1996-11-27,monthly,Tabor,1,1,,,,,,,4500,15,27564,500,0,0,0,1,500,500,21,1479,70.42857142857143,21,47712,2272,20,300,15,26,54300,2088.4615384615386,0,0,0,0,0,0,0,0,0,25,123100,4924,0,0,0,0,0,0,0,0,0,0,0,0,1,2272,173,F,1918-12-08,Tabor
145,1996-01-03,monthly,Tachov,1,1,,,,,,,28900,15,68969,1100,0,0,0,58,354194,6106.793103448276,36,6356,176.55555555555554,32,154080,4815,31,465,15,47,143600,3055.31914893617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4815,175,M,1960-07-13,Tachov
146,1993-09-02,monthly,Kladno,1,1,,,,,,,11050,15,38814,500,0,0,0,1,500,500,64,6096,95.25,59,225557,3823,59,885,15,58,144310,2488.103448275862,0,0,0,0,0,0,0,0,0,64,402944,6296,0,0,0,0,0,0,0,0,0,0,0,0,1,3823,176,M,1929-03-11,Kladno
148,1993-06-21,monthly,Mlada Boleslav,1,1,,,,,,,3400,15,27206,500,66,228888,3468,1,500,500,62,4611,74.37096774193549,0,0,0,61,915,15,72,64870,900.9722222222222,0,0,0,0,0,0,183,141032,770.6666666666666,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,770.6666666666666,178,M,1960-12-22,Mlada Boleslav
149,1997-11-16,monthly,Hradec Kralove,1,1,,,,,,,21200,15,58484,300,0,0,0,30,86503,2883.4333333333334,14,1915,136.78571428571428,0,0,0,10,150,15,8,34350,4293.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,179,M,1980-12-29,Hradec Kralove
150,1995-03-16,monthly,Opava,1,1,,,,,,,27400,15,98752,1900,0,0,0,84,274893,3272.535714285714,46,7190,156.30434782608697,0,0,0,42,630,15,72,261700,3634.722222222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,180,M,1982-01-19,Opava
151,1993-09-06,monthly,Sumperk,2,2,,,,,,,7100,15,34425,1000,0,0,0,83,368626,4441.277108433735,64,4835,75.546875,60,24660,411,59,885,15,68,163520,2404.705882352941,0,0,0,0,0,0,60,160080,2668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1539.5,181,M,1967-07-06,Sumperk
152,1996-04-12,monthly,Hl.m. Praha,2,2,,,,,,,6300,15,35746,1100,0,0,0,44,207418,4714.045454545455,32,2645,82.65625,28,11928,426,27,405,15,37,95300,2575.675675675676,0,0,0,0,0,0,28,83804,2993,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1709.5,183,F,1978-03-19,Hl.m. Praha
153,1993-09-19,monthly,Vsetin,1,1,,,,,,,17200,15,53039,400,63,940505,14928.650793650793,3,7600,2533.3333333333335,63,6853,108.77777777777777,59,268096,4544,58,870,15,90,663325,7370.277777777777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4544,185,M,1954-05-30,Vsetin
154,1994-06-21,monthly,Nachod,1,1,,,,,,,18900,15,96137,900,0,0,0,57,830946,14578,54,12291,227.61111111111111,49,190659,3891,49,735,15,107,559500,5228.971962616823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3891,186,F,1961-02-22,Nachod
155,1995-11-07,monthly,Jihlava,1,1,,,,,,,14560,15,38532,300,0,0,0,57,237948,4174.526315789473,38,4050,106.57894736842105,33,98604,2988,33,495,15,44,123040,2796.3636363636365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2988,187,M,1942-08-23,Jihlava
156,1997-10-22,monthly,Zlin,1,1,,,,,,,8430,15,21707,1000,14,48734,3481,1,1000,1000,10,633,63.3,9,18270,2030,9,135,15,6,15650,2608.3333333333335,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2030,188,M,1960-09-02,Zlin
157,1997-03-28,monthly,Praha - zapad,1,1,,,,,,,6300,15,39576,200,0,0,0,1,200,200,18,1712,95.11111111111111,17,67847,3991,16,240,15,20,45150,2257.5,0,0,0,0,0,0,0,0,0,21,145278,6918,0,0,0,0,0,0,0,0,0,0,0,0,1,3991,189,M,1919-08-10,Praha - zapad
158,1995-03-15,monthly,Litomerice,2,2,,,,,,,33200,15,83034,700,0,0,0,46,1203552,26164.17391304348,45,7781,172.9111111111111,41,140220,3420,40,600,15,88,1053260,11968.863636363636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3420,190,F,1947-10-31,Litomerice
159,1997-02-11,monthly,Karvina,1,1,,,,,,,25600,15,103034,800,0,0,0,24,533396,22224.833333333332,22,4076,185.27272727272728,18,156492,8694,17,255,15,27,278000,10296.296296296296,0,0,0,0,0,0,0,0,0,0,0,0,4,8000,2000,0,0,0,0,0,0,0,0,0,1,8694,192,M,1971-02-28,Karvina
160,1993-09-04,monthly,Cheb,1,1,,,,,,,57100,15,113217,400,0,0,0,88,934391,10618.079545454546,64,13960,218.125,59,140066,2374,59,885,15,107,425360,3975.3271028037384,0,0,0,0,0,0,60,333120,5552,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3963,,,,
161,1994-07-04,monthly,Plzen - sever,1,1,,,,,,,14450,15,29469,900,0,0,0,1,900,900,54,4370,80.92592592592592,49,68061,1389,49,735,15,47,115680,2461.276595744681,0,0,0,0,0,0,50,44600,892,54,238626,4419,0,0,0,0,0,0,0,0,0,0,0,0,2,1140.5,194,F,1924-12-20,Plzen - sever
162,1993-08-25,monthly,Prostejov,2,2,,,,,,,13900,15,40827,200,0,0,0,1,200,200,60,6312,105.2,60,207480,3458,59,885,15,42,108570,2585,0,0,0,0,0,0,0,0,0,64,332032,5188,0,0,0,0,0,0,0,0,0,0,0,0,1,3458,,,,
163,1993-01-27,monthly,Sokolov,1,1,,,,,,,9050,15,43752,900,0,0,0,1,900,900,69,7570,109.71014492753623,67,208772,3116,66,990,15,93,195750,2104.8387096774195,0,0,0,0,0,0,67,41004,612,71,475558,6698,0,0,0,0,0,0,0,0,0,0,0,0,2,1864,197,M,1933-04-25,Sokolov
164,1996-09-13,monthly,Prostejov,1,1,,,,,,,21700,100,67994,200,0,0,0,11,153705,13973.181818181818,21,3454,164.47619047619048,0,0,0,0,0,0,19,124300,6542.105263157895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,198,M,1976-07-14,Prostejov
165,1993-06-01,monthly,Klatovy,2,2,,,,,,,14650,15,62489,1000,0,0,0,1,1000,1000,67,9041,134.9402985074627,62,110856,1788,62,930,15,113,296580,2624.6017699115046,0,0,0,0,0,0,0,0,0,67,459888,6864,0,0,0,0,0,0,0,0,0,0,0,0,1,1788,,,,
166,1996-08-20,monthly,Pelhrimov,1,1,,,,,,,4300,15,31842,800,0,0,0,1,800,800,24,2359,98.29166666666667,24,73056,3044,23,345,15,19,35950,1892.1052631578948,0,0,0,0,0,0,0,0,0,28,127848,4566,0,0,0,0,0,0,0,0,0,0,0,0,1,3044,201,F,1930-08-19,Pelhrimov
168,1993-04-27,monthly,Tachov,2,2,,,,,,,8100,15,24794,500,68,205360,3020,1,500,500,64,4480,70,0,0,0,63,945,15,69,64800,939.1304347826087,0,0,0,0,0,0,64,128832,2013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2013,203,M,1962-06-10,Tachov
169,1995-09-28,monthly,Kladno,1,1,,,,,,,14600,15,78256,500,0,0,0,43,552660,12852.558139534884,39,8276,212.2051282051282,34,169150,4975,34,510,15,60,324100,5401.666666666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2835.5,205,F,1942-06-15,Kladno
170,1996-07-02,monthly,Kromeriz,1,1,,,,,,,22100,15,79183,1000,0,0,0,32,562845,17588.90625,30,5832,194.4,0,0,0,25,375,15,57,512200,8985.964912280702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,206,F,1963-04-13,Kromeriz
171,1996-06-08,monthly,Nachod,1,1,,,,,,,6700,15,33192,500,0,0,0,1,500,500,31,2252,72.64516129032258,27,94122,3486,26,390,15,37,78750,2128.3783783783783,0,0,0,0,0,0,0,0,0,31,186093,6003,0,0,0,0,0,0,0,0,0,0,0,0,1,3486,207,M,1932-05-20,Nachod
172,1993-08-30,monthly,Rakovnik,2,2,,,,,,,46720,15,78889,700,0,0,0,67,1562541,23321.507462686568,64,11355,177.421875,60,253260,4221,59,885,15,127,1252660,9863.464566929133,0,0,0,0,0,0,0,0,0,0,0,0,1,2400,2400,0,0,0,0,0,0,0,0,0,1,4221,208,F,1940-06-25,Rakovnik
